run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_gemini_20260729T153009607417,v0,v0+pf0c107a9d7a1+t2e14285ec846,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 5.722148815s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
v0_B_base_gemini_20260729T153009607417,v0,v0+pf0c107a9d7a1+t2e14285ec846,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-3.5-flash\nPlease retry in 5.152490194s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
v0_B_base_gemini_20260729T153009607417,v0,v0+pf0c107a9d7a1+t2e14285ec846,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T153009607417,v0,v0+pf0c107a9d7a1+t2e14285ec846,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 49.674389549s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '49s'}]}}"
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T154044120855,v1,v1+peb1c8179815b+td8b59e2b31b9,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T154133103153,v2,v2+peb1c8179815b+td8b59e2b31b9,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T154222898838,v3,v3+peb1c8179815b+td8b59e2b31b9,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,social_search,False,False,False,missing tool call clarify; extra tool call social_search
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155631771314,v3,v3+pba6032748246+t4daf9b0968d0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T155834213223,v3,v3+pdca118a418c6+t53bcab640c99,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,G01_format_digest_routing,False,wrong_tool,missing_tool_call,format,lookup,False,False,False,missing tool call format; extra tool call lookup
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,G02_social_search_top_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,G03_lookup_month_timeframe,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,G04_confirm_before_send_even_if_urgent,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,G05_out_of_scope_translation,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,GM01_dropped_request_then_meta,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,GM02_missing_url_then_provide,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,GM03_carryover_search_type,True,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,GM04_boundary_even_if_user_insists,True,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v3_B_group_openrouter_20260729T154717596923,v3,v3+peb1c8179815b+td8b59e2b31b9,group,GM05_switch_tool_web_news,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,G01_format_digest_routing,False,wrong_tool,,format,format,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,G02_social_search_top_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,G03_lookup_month_timeframe,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,G04_confirm_before_send_even_if_urgent,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,G05_out_of_scope_translation,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,GM01_dropped_request_then_meta,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,GM02_missing_url_then_provide,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,GM03_carryover_search_type,True,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,GM04_boundary_even_if_user_insists,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T155916506677,v3,v3+pdca118a418c6+t53bcab640c99,group,GM05_switch_tool_web_news,True,wrong_tool,,lookup,lookup,True,True,True,
